name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
Eve Brown,45633,353,402,29,True,False,True,0.054003765095199344,False,occasional,562,real
Jack Davis,95775,65,464,134,True,True,True,0.08903890635523742,False,regular,1069,real
George Anderson,95158,776,426,35,True,False,True,0.05609628857951092,False,regular,1697,real
Ivy Brown,23515,449,268,79,True,False,False,0.020303585989499377,False,occasional,826,real
George Smith,13796,154,243,141,True,False,False,0.06592598782277312,False,occasional,556,real
Charlie Taylor,29085,929,278,142,True,True,False,0.07680762326546407,False,regular,1737,real
George Moore,66597,482,487,29,True,False,False,0.06640848055724603,False,regular,1387,real
Ivy Wilson,59965,564,74,113,True,True,False,0.08501792355605556,False,regular,157,real
Alice Anderson,82528,134,255,80,True,False,True,0.07296045909504184,False,consistent,1240,real
AmazonDealsDeals1,1482,3156,26,0,True,False,False,0.014535387771091613,True,irregular,338,fake
David Taylor,83804,582,264,47,True,False,False,0.016372948168150582,False,consistent,1585,real
Michael Davis2004,4424,4802,43,14,False,True,False,0.01621735554466805,True,irregular,245,fake
George Brown24,51716,88,333,80,True,True,False,0.08663729845186616,False,occasional,834,real
User640Spam,2787,3589,2,5,False,True,False,0.0009482902420799721,False,spammy,78,fake
Ivy Miller88,35703,125,156,62,True,False,False,0.04030724564058434,False,occasional,491,real
Bob Moore53,88922,848,271,77,True,False,False,0.0845522813539074,False,regular,1755,real
User426Online,2751,3483,1,43,False,True,False,0.011673253134714252,False,spammy,261,fake
wx4snmcp1e,676,1462,40,39,False,False,False,0.005329282881722839,True,irregular,283,fake
m_ln5mw75nm_8z6,1025,904,30,27,True,True,False,0.006023806436525923,True,irregular,193,fake
Ivy Taylor,14875,729,353,50,True,False,False,0.03238507758426321,False,consistent,97,real
Charlie Jones28,88341,433,181,42,True,False,False,0.057679682781083125,False,occasional,1181,real
Charlie Smith,22463,255,303,47,True,False,False,0.03674758691706106,False,regular,1761,real
Fiona Davis28,78897,269,444,84,True,False,True,0.052001370937632733,False,regular,1566,real
Mary Brown2003,571,1629,28,31,True,False,False,0.015194526272732971,False,spammy,169,fake
AmazonDealsOfficial5,3181,3199,43,2,False,True,False,0.0012903798090112262,True,very_low,252,fake
Profile310Inactive,4420,1964,11,8,True,False,False,0.005995095275977125,True,very_low,291,fake
Fiona Miller,41042,214,222,49,True,False,False,0.05016287274219191,False,regular,1605,real
Hannah Wilson98,70881,697,40,81,True,False,False,0.02180107000400025,False,occasional,1130,real
John Smith1996,2655,3125,39,8,False,True,False,0.01856102309434904,True,irregular,188,fake
Michael Davis1989,2962,3503,40,22,False,True,False,0.0018060033927691044,True,spammy,256,fake
George Anderson,91401,569,257,53,True,False,False,0.020030967336022207,False,occasional,1403,real
Hannah Smith15,4942,816,446,25,True,False,False,0.011450327407619693,False,occasional,638,real
Ivy Davis,44795,21,455,73,True,False,False,0.06529856313488176,False,regular,1190,real
Michael Davis1985,4093,1077,19,42,False,False,False,0.009668583474225684,True,very_low,30,fake
Eve Taylor83,74201,475,51,125,True,False,False,0.05132461159967748,False,regular,465,real
Jane Doe2004,3112,2739,6,26,False,True,False,0.019216259655064606,True,spammy,342,fake
Charlie Smith,35303,440,416,149,True,True,False,0.024394404631193335,True,regular,729,real
Hannah Jones,47259,349,150,62,True,False,False,0.05443707176235791,False,regular,789,real
NikeShop3,1782,4013,21,46,False,False,False,0.0020174746544339216,False,spammy,63,fake
David Brown87,29345,184,377,68,True,False,False,0.027116552524453795,False,occasional,618,real
Charlie Anderson,57525,862,469,55,True,False,False,0.08172070655888725,False,regular,1702,real
Michael Davis1999,236,591,22,6,False,False,False,0.0031708611262439667,True,irregular,334,fake
Charlie Davis,88803,460,298,112,True,True,True,0.0610603751769598,False,regular,332,real
Alice Miller,73670,984,442,34,True,False,False,0.051625671876327765,False,regular,1486,real
David Miller,94318,243,131,136,True,False,False,0.01967072859745652,False,regular,1015,real
4v46duct6rmxx9,2820,1747,23,36,False,True,False,0.0019430136573597512,False,irregular,52,fake
Bob Anderson34,36788,24,49,126,True,False,False,0.023658811030151237,False,regular,327,real
Profile365Fake,1668,3092,24,7,False,True,False,0.005468896888029413,True,spammy,70,fake
Charlie Anderson,76777,936,209,54,True,False,False,0.07384831076966987,False,occasional,1203,real
Fiona Taylor,38056,893,429,29,True,False,False,0.033143850998631035,False,regular,472,real
Fiona Brown,20557,397,243,40,True,True,False,0.09028461418492292,False,regular,902,real
George Williams,128,230,139,46,True,True,False,0.09065261758197227,False,regular,1540,real
David Davis,64188,344,205,122,True,False,False,0.021534931157596304,False,regular,391,real
Fan779Online,4041,1611,50,18,True,True,False,0.01794170062581176,True,spammy,275,fake
Eve Brown,89230,92,260,115,True,False,False,0.02178290770811609,False,occasional,969,real
Jack Miller,25418,209,19,90,True,False,False,0.018438228574508875,False,regular,200,real
Jane Doe1998,4831,1022,48,26,False,False,False,0.0132075537395832,True,irregular,147,fake
John Smith1995,4713,1657,42,29,False,False,False,0.010158967738619898,True,irregular,159,fake
Hannah Moore,44230,541,160,28,True,False,False,0.09137191075729459,False,consistent,401,real
David Wilson,48521,730,133,78,True,False,False,0.03340855772805731,False,regular,781,real
Alice Moore,45045,608,478,57,True,False,False,0.07458657514754977,False,regular,1351,real
Alice Smith,54335,394,63,119,True,False,False,0.06430332201016212,False,occasional,1387,real
Profile234Bot,215,2479,21,21,False,True,False,0.013145979131910937,True,irregular,355,fake
Member497Suspicious,3544,4043,26,6,False,False,False,0.010969768101220842,True,spammy,26,fake
Jane Doe1981,1909,4358,22,26,True,True,False,0.003516621734631196,False,spammy,258,fake
AdidasOfficial3,1908,3403,47,15,True,True,False,0.009401147583794093,True,very_low,323,fake
Fiona Jones,52998,981,180,53,True,False,False,0.010830934506113554,False,regular,782,real
John Smith1985,1680,826,31,27,False,True,False,0.011585746179935075,True,irregular,318,fake
Robert Jones2003,318,2382,27,46,True,True,False,0.018525822928672768,True,spammy,88,fake
Eve Anderson,91694,627,225,74,True,False,False,0.055404215903782875,False,regular,355,real
Fiona Miller,38987,696,34,44,True,False,False,0.07423106728767509,False,regular,572,real
Hannah Davis,88626,351,115,61,True,False,False,0.05135143899844092,False,regular,376,real
7yxppmqkb,876,2946,29,11,True,False,False,0.014317419953782247,True,irregular,167,fake
Hannah Moore30,69978,640,500,61,True,False,False,0.04217240198186671,False,regular,1289,real
Fiona Smith,74828,751,415,42,True,False,True,0.020466555829167413,False,regular,796,real
David Davis,53630,43,159,56,True,True,True,0.02240199691682227,False,regular,267,real
Ivy Brown39,78834,375,441,95,True,False,False,0.07825192491444667,False,consistent,422,real
Ivy Wilson,92504,500,209,136,True,False,False,0.01734846314585884,False,regular,179,real
Hannah Jones,29054,480,115,57,True,False,False,0.024820679534665435,False,regular,1542,real
NikeOfficial3,1775,3179,24,31,True,False,False,0.0020864122778606166,True,irregular,320,fake
Alice Davis,22865,959,125,107,True,False,False,0.045198954694597775,False,regular,617,real
SheinDeals1,188,3690,7,0,True,False,False,0.00848814532077595,True,very_low,24,fake
Jack Jones5,64574,83,342,29,True,False,False,0.09201254690528492,False,occasional,1029,real
Michael Davis1983,1299,1201,29,46,False,True,False,0.007524154228008091,True,spammy,136,fake
Profile183Bot,4319,4165,47,37,False,False,False,0.008465019846783519,True,spammy,264,fake
George Williams,33373,340,437,56,True,False,False,0.08028141779921678,False,regular,1519,real
Hannah Williams,71593,514,435,112,True,False,False,0.07543727166771882,False,regular,238,real
Hannah Wilson,57296,722,374,24,True,False,False,0.03305363266345286,False,regular,749,real
Jack Williams96,42404,906,143,73,True,True,False,0.016620723781355564,False,regular,518,real
Member203Spam,425,2198,31,15,False,False,False,0.003979788513135354,False,irregular,95,fake
Hannah Smith,52179,375,228,50,True,False,False,0.05179129333127218,False,occasional,236,real
pdg7mf433bwonzh,4023,1998,15,1,False,True,False,0.013591055546079154,True,very_low,17,fake
SheinOnline3,4622,896,18,16,False,True,False,0.00995678633008079,True,spammy,338,fake
jq6qh4k8ah,3762,2074,0,24,False,True,False,0.017456903956703462,True,spammy,10,fake
Alice Brown,39629,576,72,27,True,False,False,0.09005427626010788,False,occasional,282,real
George Anderson,62636,788,413,30,True,False,False,0.032078354722869545,True,regular,672,real
Member473Online,1439,4760,38,24,False,False,False,0.010860596005062768,True,irregular,109,fake
mys002jdo3,2687,4676,48,39,True,True,False,0.012432938950223626,False,irregular,183,fake
Bob Williams62,97629,324,308,148,True,False,False,0.08282569761248251,False,regular,1743,real
Ivy Smith52,85899,979,471,101,True,True,False,0.025620821052504107,False,occasional,1718,real
7886rpolmiz36ce,1642,1864,28,44,True,True,False,0.01790862811058974,True,irregular,209,fake
Hannah Davis,48803,445,467,39,True,False,False,0.014761498180550808,False,regular,1761,real
NikeStore4,2776,1146,34,8,False,True,False,0.006746447137182758,False,spammy,79,fake
AmazonDealsOfficial2,4438,2155,30,21,True,False,False,0.010526496845933564,True,irregular,190,fake
q0hugcd1cix0mt,3059,2821,9,20,True,False,False,0.0167386358763645,True,spammy,193,fake
Fiona Brown,77289,244,149,123,True,True,False,0.03703804379272833,False,occasional,264,real
Alice Williams,27897,607,251,145,True,False,False,0.026649856702057988,False,consistent,669,real
Hannah Miller66,57768,720,11,145,True,False,False,0.08725349378227662,False,regular,1086,real
Fiona Moore90,13236,841,16,67,True,False,False,0.09924349323971025,False,occasional,1597,real
Alice Taylor,4024,924,448,77,True,False,False,0.06871744045545788,True,regular,998,real
David Jones31,82155,414,112,52,True,False,False,0.023054826018314267,False,regular,992,real
Robert Jones1985,3527,4528,18,50,False,True,False,0.012769323937854902,True,very_low,24,fake
Account578Bot,660,2705,1,5,True,True,False,0.0019983135468012647,True,irregular,250,fake
Charlie Brown,53026,112,136,61,True,False,False,0.053146021598304234,False,occasional,690,real
Profile225Bot,4510,1624,26,47,False,True,False,0.0036019272578402916,False,irregular,184,fake
Profile241Fake,397,3596,42,0,False,True,False,0.009631406399061841,False,irregular,8,fake
Alice Smith59,36948,279,345,43,True,False,False,0.08278386703201918,False,regular,1590,real
Fan760Bot,380,3189,39,50,True,True,False,0.009502187411522004,False,irregular,250,fake
Jack Miller52,72829,571,277,123,True,False,False,0.01075433057372193,False,regular,290,real
Follower937Inactive,3748,3297,49,1,False,False,False,0.0184973611649678,True,spammy,75,fake
Bob Jones35,14678,88,377,122,True,False,False,0.05994988122777377,False,consistent,1069,real
AdidasStore3,3311,3580,48,48,True,True,False,0.018901951350238196,True,irregular,289,fake
Ivy Smith,7429,852,371,24,True,False,False,0.012761452208121232,True,occasional,517,real
Ivy Jones,86857,529,54,131,True,True,True,0.021336680189715358,False,occasional,1306,real
Alice Jones,40056,272,21,72,True,True,True,0.025691728373229437,False,regular,672,real
Jack Jones,6929,817,425,104,True,False,False,0.029090149877987678,False,regular,756,real
George Taylor67,86801,104,274,90,True,True,False,0.0164770606577863,False,regular,1029,real
Ivy Wilson4,98035,946,359,119,True,True,False,0.04399109554369416,True,occasional,1554,real
Fan197Fake,961,1832,16,47,False,True,False,0.012255910965987132,False,irregular,50,fake
User983Suspicious,252,3542,22,25,False,True,False,0.015329336882594887,True,very_low,146,fake
Jack Wilson50,49030,274,342,101,True,False,False,0.04056506312721951,False,regular,1201,real
John Smith1988,4491,3901,29,32,False,True,False,0.004071575459149816,True,irregular,270,fake
David Anderson,28524,145,130,106,True,False,False,0.0851624030438299,False,occasional,663,real
Jane Doe1986,1031,4190,40,40,False,False,False,0.01056249372532474,True,spammy,40,fake
Ivy Jones48,27094,804,263,132,True,False,False,0.06935758516106759,False,occasional,60,real
Ivy Williams69,76579,531,129,24,True,False,False,0.05339213651212644,False,consistent,1800,real
Hannah Wilson,71691,897,12,45,True,False,False,0.014725043934981964,False,regular,677,real
7vlrtru50_7ul,4908,3402,10,27,True,False,False,0.0029047743319521114,True,irregular,355,fake
Profile991Bot,3308,3399,37,32,False,False,False,0.001352085154407532,True,irregular,346,fake
Charlie Moore,62732,997,18,117,True,False,False,0.0708999559478717,False,occasional,513,real
Charlie Taylor,63445,714,483,29,True,False,True,0.07088242874615697,False,occasional,340,real
George Smith,5837,155,468,85,True,False,False,0.06189870001758533,False,regular,828,real
John Smith1987,2195,1763,43,29,True,False,False,0.007854019024488927,True,spammy,148,fake
George Williams,23379,751,72,131,True,False,False,0.05188855271263625,True,occasional,1721,real
Fan339Fake,1635,3112,33,36,True,True,False,0.014232436423456302,True,irregular,339,fake
George Anderson22,67763,427,198,21,True,False,False,0.024689768363570966,True,regular,965,real
Charlie Moore,9197,593,229,96,True,False,False,0.044755975572840674,False,consistent,1104,real
y860yjvi,437,2633,43,28,False,False,False,0.009928911765992858,True,irregular,89,fake
d7c4ddd438,3253,585,12,11,False,False,False,0.019309872641401795,True,very_low,141,fake
AdidasOfficial1,4640,584,0,36,False,False,False,0.012939879571325127,True,spammy,22,fake
Eve Davis,5919,650,480,74,True,False,False,0.09195503233699215,False,regular,738,real
Fiona Taylor,62831,626,287,57,True,False,False,0.07775283208441366,False,occasional,1172,real
George Miller79,85662,370,493,110,True,True,False,0.0767417459549558,False,occasional,114,real
Bob Jones,9801,769,13,29,True,False,False,0.02611096992265228,False,regular,1540,real
Eve Taylor,234,133,24,91,True,False,False,0.06829549390851182,False,regular,1149,real
George Miller,88037,740,49,67,True,False,False,0.08887125760572646,False,occasional,998,real
Jack Davis,54021,631,302,89,True,False,True,0.05304638144317624,False,occasional,230,real
Fiona Smith,39182,476,230,89,True,False,False,0.08580025217023671,True,regular,669,real
AmazonDealsOnline3,4344,3838,4,25,False,True,False,0.013339282941335368,False,irregular,322,fake
Follower214Spam,1619,3410,19,5,False,True,False,0.01809669803658867,True,spammy,328,fake
2_g_jsb52yyc,2803,1693,21,14,True,False,False,0.009151090792739316,True,very_low,103,fake
Alice Smith,95412,16,130,134,True,False,False,0.03214396362290978,False,occasional,1600,real
David Davis,90021,127,480,141,True,False,False,0.09959047737709234,False,regular,618,real
0p8fw2ctf0kf7b,4869,4553,23,45,False,False,False,0.014467823828824887,False,irregular,56,fake
David Brown,30692,251,31,148,True,False,False,0.026254555803851012,False,consistent,840,real
Fiona Moore73,27710,545,22,99,True,False,False,0.09733018881314086,False,occasional,601,real
Mary Brown2002,3118,1833,43,29,False,True,False,0.017831904042538323,True,spammy,303,fake
lqmjp_ns5eg6,1575,1588,5,32,False,False,False,0.0010927456228960342,True,irregular,244,fake
George Jones,83344,658,68,113,True,False,True,0.03917098095635029,False,regular,364,real
TechGadgetsDeals3,4954,790,37,40,True,False,False,0.007676873673952418,True,irregular,234,fake
hp6dihd9ol51,3763,3724,22,3,True,False,False,0.008874320792731283,False,irregular,184,fake
Alice Anderson1,60087,786,118,55,True,False,False,0.09792800331326136,False,regular,674,real
FashionNovaDeals5,3224,509,35,44,False,True,False,0.007822586704503968,False,very_low,309,fake
37vc_b_m8,970,1411,50,25,False,False,False,0.0007843932818760747,True,spammy,248,fake
lsog2jzvcrufwww,2686,2843,34,15,True,True,False,0.017008004331221366,False,irregular,359,fake
Bob Smith,11782,881,347,108,True,False,False,0.04872371292006944,False,occasional,1006,real
George Brown,35336,36,263,115,True,False,False,0.07490665482414226,False,occasional,547,real
SheinShop3,2063,2000,13,26,False,False,False,0.010669494144263485,True,very_low,11,fake
David Miller,83235,674,191,78,True,False,False,0.06904558392947713,False,regular,1200,real
George Wilson,21248,554,316,82,True,False,False,0.08837689970492563,False,regular,186,real
AdidasOnline3,2444,1921,10,12,False,False,False,0.0065942388105074135,True,irregular,82,fake
Alice Brown,59998,934,191,50,True,False,True,0.0629946871462541,False,regular,1012,real
Bob Anderson,84820,600,32,113,True,False,False,0.09030696001713943,False,regular,1605,real
SheinOnline2,2475,3122,47,17,False,False,False,0.0070893563088841,True,spammy,20,fake
George Brown,78635,60,346,76,True,False,False,0.027004403015173768,False,regular,1099,real
Fan560Fake,3826,1912,16,7,True,True,False,0.01569271123503427,False,irregular,364,fake
Bob Davis,89865,22,374,80,True,False,False,0.065674221996588,False,regular,1361,real
Robert Jones1985,3823,4095,8,45,True,True,False,0.012623916131115907,True,spammy,124,fake
Robert Jones1988,1860,4575,46,48,False,False,False,0.0145015625716412,True,very_low,316,fake
Eve Williams,94138,285,98,80,True,False,False,0.03992766417155927,False,consistent,1700,real
Follower943Inactive,2834,3679,10,2,False,True,False,0.016113555003176364,True,spammy,198,fake
Charlie Davis84,19671,595,333,120,True,False,False,0.047463018377831345,False,regular,656,real
Fiona Jones77,97079,119,344,30,True,False,True,0.07042371029589735,False,regular,1184,real
George Davis,7013,758,205,35,True,False,False,0.05563487947297061,False,regular,638,real
Fiona Jones,64888,406,472,142,True,False,False,0.08508338483489766,False,consistent,1106,real
8up1idy5,2734,2750,38,36,False,False,False,0.011358934065959909,True,very_low,266,fake
David Anderson,90594,702,215,117,True,False,False,0.06017820515707618,False,regular,604,real
Charlie Anderson92,80385,81,446,104,True,False,False,0.024053565125526852,False,regular,1309,real
Charlie Wilson,22396,268,78,33,True,False,False,0.0218175283602984,False,regular,1401,real
Charlie Smith,55613,411,66,127,True,False,False,0.046137577097171124,False,regular,1092,real
Michael Davis1992,408,3495,12,40,False,False,False,0.014445854965946253,True,irregular,223,fake
Hannah Moore57,81803,471,61,35,True,False,True,0.09615611249766519,False,regular,1364,real
NikeDeals3,28,653,16,11,False,False,False,0.01176600579859481,False,irregular,68,fake
Mary Brown1988,799,4323,20,41,False,True,False,0.00978836200178418,True,very_low,107,fake
User112Bot,58,778,37,47,False,True,False,0.00385109997854217,False,spammy,254,fake
Fan473Online,2152,4635,24,41,False,True,False,0.014167081280143148,True,spammy,162,fake
Fan330Bot,353,3026,16,20,False,False,False,0.009353603925356056,True,spammy,245,fake
John Smith1987,3151,2214,50,50,False,True,False,0.01813849312620119,True,spammy,80,fake
AdidasStore2,752,3204,10,31,False,True,False,0.0033196770207955285,True,spammy,319,fake
Fiona Wilson,36244,206,60,109,True,False,False,0.026069401435577955,False,regular,1529,real
vui82pznzmowm61,1608,784,45,21,False,True,False,0.005169579313058317,True,irregular,313,fake
George Smith9,51846,565,22,60,True,False,False,0.05770414409461513,False,consistent,1474,real
Alice Davis,64020,579,471,70,True,False,False,0.037975866478178424,False,consistent,1658,real
TechGadgetsDeals5,4154,4451,27,40,True,True,False,0.003635852547019893,True,very_low,99,fake
_tfj2u8t7,794,1308,38,16,False,False,False,0.01285543173842158,False,spammy,7,fake
Jane Doe1991,518,2282,2,42,True,True,False,0.019708281868033795,True,spammy,71,fake
Account422Online,3732,4904,39,21,False,True,False,0.0032094243733408988,False,very_low,318,fake
David Brown90,81132,767,337,108,True,False,False,0.06764714155907271,False,regular,717,real
Jack Miller,68638,690,340,115,True,True,False,0.06224485686341749,False,consistent,731,real
SheinShop4,741,1994,26,19,False,False,False,0.011138052511497602,True,very_low,364,fake
Hannah Moore,94533,820,58,138,True,False,False,0.06020869974305178,False,regular,1494,real
Ivy Williams88,86248,842,387,53,True,True,True,0.05359912553953249,False,consistent,1404,real
John Smith1990,3219,4343,29,15,False,True,False,0.014276175337355802,False,spammy,58,fake
Charlie Brown39,58158,215,122,107,True,False,False,0.018846493507412954,False,regular,1449,real
Charlie Brown31,53850,790,155,122,True,False,False,0.022440258011403376,False,regular,901,real
xgeiemsz4v,241,3807,24,46,True,True,False,0.014391998840667287,True,irregular,42,fake
Fan353Fake,3907,4177,28,41,False,True,False,0.016009742816589692,True,irregular,55,fake
Charlie Moore,1968,584,132,79,True,True,True,0.054831186056898816,False,regular,689,real
David Davis,45905,210,427,68,True,False,False,0.0850291149505274,False,occasional,1308,real
Mary Brown1993,2833,671,41,33,True,True,False,0.017114983470543008,False,spammy,63,fake
David Davis,15150,497,385,66,True,False,False,0.010130478954783466,False,occasional,610,real
Fiona Miller36,88705,943,111,56,True,False,False,0.03225950282944817,False,regular,1355,real
David Smith,52618,828,26,29,True,False,False,0.037514494345322155,False,occasional,1638,real
Fiona Moore50,53438,586,339,80,True,False,False,0.06272826896540641,False,regular,167,real
Robert Jones1998,3267,1843,30,25,True,False,False,0.009354643391998117,True,irregular,30,fake
Robert Jones2005,2150,740,24,13,True,False,False,0.014840013897719677,True,irregular,95,fake
h3ys3hhoch7f2,2388,876,19,4,False,True,False,0.009437535656434902,True,irregular,199,fake
Bob Jones,11271,593,332,110,True,False,False,0.09827222728655359,True,occasional,200,real
Jack Anderson,64572,290,475,150,True,False,False,0.09904820175569548,True,regular,958,real
Eve Brown,61651,765,382,53,True,True,False,0.04729237741094818,False,occasional,1193,real
John Smith1996,2424,2431,37,43,False,False,False,0.012966525092054131,True,spammy,97,fake
Eve Williams,99264,429,13,79,True,False,False,0.03366522063901484,False,regular,1297,real
George Brown,42124,447,415,49,True,False,False,0.049910582136358975,True,regular,38,real
George Taylor19,72593,876,199,84,True,False,False,0.030194662773145718,True,regular,188,real
User784Fake,2966,1063,8,28,False,True,False,0.0067649258005443285,True,irregular,150,fake
TechGadgetsOfficial3,2754,2224,29,21,True,False,False,0.01868145410395486,True,irregular,361,fake
Bob Brown,87814,869,427,22,True,False,False,0.09343837674386578,False,regular,219,real
David Smith,33224,498,413,96,True,False,False,0.09329371068918346,True,occasional,683,real
Charlie Brown,43389,30,159,64,True,False,False,0.03601081728938168,False,regular,658,real
NikeShop1,3759,3755,1,27,False,True,False,0.005191782483409466,False,very_low,109,fake
George Moore42,41343,712,24,43,True,True,False,0.09732790427735295,False,regular,579,real
Alice Wilson,91010,575,324,150,True,False,False,0.052830267623905164,True,occasional,719,real
George Davis,36960,207,17,106,True,False,False,0.030951611992013406,False,regular,1435,real
q32rxb57crf9,701,4037,5,38,False,False,False,0.017744899050278835,True,very_low,23,fake
Hannah Smith22,69944,891,433,142,True,False,True,0.029185260608607246,False,regular,860,real
Hannah Wilson,82627,635,62,79,True,False,False,0.05156181315688929,False,regular,434,real
Bob Moore,3215,750,352,127,True,False,False,0.06966379698334688,True,occasional,340,real
John Smith1991,4790,3176,33,45,False,True,False,0.017388208251205378,False,spammy,304,fake
Eve Anderson,46107,719,367,147,True,True,False,0.027971748362862744,False,regular,1439,real
TechGadgetsOfficial1,4361,1454,31,9,False,True,False,0.019129434501605386,False,very_low,73,fake
NikeOfficial4,942,3821,8,9,False,False,False,0.017507857955724154,True,very_low,146,fake
Bob Miller95,14249,840,145,103,True,True,False,0.056950147951983145,False,occasional,1671,real
David Wilson45,58519,830,159,123,True,False,False,0.042622740958290904,False,regular,511,real
Ivy Smith80,956,192,199,116,True,False,False,0.011567710258167175,False,occasional,641,real
Hannah Anderson,99561,333,258,146,True,False,False,0.012208205066280953,False,occasional,847,real
User136Suspicious,4602,2756,16,23,True,True,False,0.008637651919521787,False,very_low,22,fake
NikeShop4,1579,4728,26,43,False,True,False,0.01268751954043033,True,spammy,273,fake
David Taylor,38330,183,152,96,True,False,False,0.01396778069528282,False,regular,1024,real
AmazonDealsDeals3,4341,1293,39,29,True,True,False,0.004544870174519782,True,irregular,51,fake
AmazonDealsStore5,1688,1049,39,43,False,True,False,0.007630466567508101,True,spammy,262,fake
6w5g9fdjtkv1p,4481,2202,16,35,True,True,False,0.016718821755109615,True,irregular,111,fake
George Jones,99838,196,407,32,True,False,False,0.04089131744474925,False,consistent,59,real
George Wilson,48599,546,178,86,True,False,False,0.04484827232437926,False,regular,1367,real
Bob Moore,28037,490,52,38,True,False,False,0.05771041973799259,False,regular,1451,real
George Taylor,63283,363,217,149,True,False,False,0.021262787413128738,True,regular,1230,real
Ivy Williams76,10104,641,64,89,True,False,False,0.061030559964180026,False,occasional,1086,real
AmazonDealsDeals3,1142,2884,19,36,True,True,False,0.00788645709181946,True,irregular,136,fake
Alice Wilson,15884,381,49,60,True,False,False,0.04622784282341295,False,regular,1758,real
George Moore10,43246,908,384,98,True,False,False,0.035974298048262014,False,consistent,78,real
Hannah Wilson63,34078,193,405,71,True,False,False,0.03167144440148927,False,regular,1653,real
Member797Suspicious,4408,3365,11,42,False,False,False,0.01044071451059682,True,very_low,75,fake
AdidasOfficial4,558,1891,26,34,False,True,False,0.0022565496065785084,True,irregular,239,fake
Jack Jones,41182,792,7,142,True,False,False,0.0107455090912904,False,consistent,1197,real
Eve Davis,10143,238,458,126,True,False,False,0.08980988239699823,False,regular,267,real
Charlie Brown16,13270,103,266,93,True,False,False,0.02614517383112866,False,occasional,691,real
esee93vm47ud,4707,2480,31,46,True,False,False,0.012946018928821384,False,spammy,177,fake
David Brown,91850,33,81,130,True,False,False,0.07100244706781099,True,regular,168,real
Ivy Moore,72674,325,64,147,True,True,False,0.01620605735851383,False,regular,1343,real
Hannah Miller,68102,843,139,96,True,False,False,0.036421546616770994,False,occasional,1641,real
Member997Online,1054,3837,1,27,False,True,False,0.009087866305329144,True,very_low,220,fake
wsh0o6mvckg1ul,1243,4323,27,19,False,True,False,0.007123020271783929,True,irregular,3,fake
Charlie Jones,4062,100,394,37,True,False,False,0.03451802925354467,False,regular,1148,real
John Smith1982,3524,4041,27,29,False,True,False,0.01564678358455795,False,very_low,184,fake
NikeStore1,1927,2868,16,28,True,False,False,0.014838276884113417,False,very_low,217,fake
Robert Jones2001,4140,1149,0,35,False,True,False,0.014137378539517353,True,irregular,76,fake
George Williams,29064,117,174,76,True,False,False,0.053126851142604826,False,occasional,224,real
John Smith1989,3310,609,33,0,True,True,False,0.016057581129161967,True,irregular,213,fake
Bob Moore,57714,300,404,42,True,True,False,0.023887842647340816,False,occasional,1731,real
Alice Moore,76330,838,355,110,True,False,False,0.055499325152439175,False,regular,1403,real
Alice Miller76,33489,119,230,131,True,True,False,0.06355792817803091,True,regular,756,real
AdidasOnline4,2986,1956,50,4,False,False,False,0.01721279229263261,True,spammy,194,fake
TechGadgetsOfficial2,955,1055,19,24,True,True,False,0.008354053672392003,True,irregular,117,fake
Alice Brown,70472,859,131,48,True,False,False,0.022535171153469244,False,occasional,1444,real
Eve Smith,71346,852,476,131,True,False,True,0.07555877645042344,False,occasional,1485,real
Member214Fake,534,798,37,8,False,True,False,0.011504467678517365,False,very_low,307,fake
SheinDeals1,4532,3341,38,46,False,True,False,0.0031352687676778723,True,irregular,81,fake
Fiona Jones39,54722,577,155,89,True,False,True,0.035984186882994734,False,consistent,699,real
SheinStore2,2995,4041,6,15,False,True,False,0.012457969073269473,True,irregular,204,fake
Hannah Jones,43973,99,218,57,True,False,False,0.04007434862456049,True,regular,1704,real
Alice Davis,5291,698,164,137,True,False,False,0.04784996349120877,True,regular,1388,real
Ivy Brown,11850,365,72,76,True,False,False,0.09887229068478974,False,regular,86,real
Bob Wilson,23259,91,75,73,True,False,False,0.01532531232168295,False,regular,768,real
Hannah Jones64,71980,491,227,63,True,False,False,0.07907099627390847,False,regular,1743,real
Follower362Bot,83,3844,15,49,False,False,False,0.006300239944982411,True,irregular,175,fake
Hannah Brown,27909,795,446,31,True,True,False,0.0801604614438241,False,consistent,177,real
Ivy Anderson88,83273,508,76,37,True,False,False,0.09490004278995205,False,regular,404,real
Jane Doe1990,2860,3668,7,5,False,True,False,0.01781224063057826,True,irregular,125,fake
Eve Miller,40674,571,281,27,True,False,False,0.025409670511868168,False,regular,120,real
Jack Wilson17,82883,916,236,93,True,False,False,0.04842026347642872,False,regular,107,real
Hannah Wilson,64374,891,317,66,True,False,False,0.06406201092216414,True,regular,1183,real
SheinOnline3,3591,529,37,33,True,False,False,0.0036718599409361953,True,irregular,274,fake
Ivy Davis32,12,894,264,95,True,False,False,0.082878700395196,False,regular,37,real
Eve Jones,36094,344,176,141,True,True,False,0.0762183911247049,False,regular,329,real
Bob Anderson,74491,412,368,70,True,False,False,0.09738312108342452,False,regular,762,real
Ivy Moore,81702,826,474,89,True,True,False,0.030303908697473188,False,regular,819,real
David Davis62,28619,563,141,88,True,False,True,0.07362322625965328,False,regular,1302,real
